3678.21,6,CA,I
3681.54,6,K,II
3714.27,6,LI,II
3715.23,6,SN,II
3748.35,6,CA,I
3767.36,6,K,II
3783.19,6,K,II
3794.72,6,LI,I
3800.14,6,K,II
3816.56,6,K,II
3865.72,6,BE,I
3869.15,6,TL,II
3889.049,6,H,I
3889.1,6,CA,I
3923.48,6,CA,I
3938.4,6,MG,I
3942.53,6,K,II
3946.04,6,CA,I
3955.21,6,K,II
3966.72,6,K,II
3972.58,6,K,II
3995.1,6,K,II
4042.59,6,K,II
4114.99,6,K,II
4296.65,6,PB,II
4321.4,6,NA,I
4354.53,6,MG,I
4380.38,6,MG,I
4419.89,6,NA,I
4505.33,6,K,II
4534.29,6,MG,II
4671.65,6,LI,II
4685.4,6,HE,II
4709.37,6,BE,I
4739.59,6,MG,II
4744.35,6,K,I
4799.75,6,K,I
4943.29,6,K,II
4960.65,6,F,I
5154.66,6,CD,I
5181.95,6,TL,II
5183.1,6,TL,II
5265.892,6,GE,I
5470.13,6,K,II
5510,6,NI,I
5513.263,6,GE,I
5528.41,6,MG,I
5578.73,6,NI,I
5578.788,6,RB,I
5616.135,6,GE,I
5664.226,6,GE,I
5701.776,6,GE,I
5722.58,6,RN,I
5727.3,6,RH,I
5742.55,6,BI,I
5763.57,6,PT,I
5781.81,6,CR,I
5801.029,6,GE,I
5821.84,6,RH,I
5918.16,6,MG,II
6026.04,6,PT,I
6077.48,6,SN,II
6116.15,6,RH,I
6134.82,6,BI,I
6200.75,6,RN,I
6246.59,6,K,II
6293.38,6,RH,I
6380.45,6,RN,I
6520.85,6,OS,I
6554.16,6,TH,I
6557.488,6,GE,I
6578,6,PR,I
6584.56,6,PR,II
6620.57,6,MG,II
6658.678,6,TH,II
6669.6,6,RN,I
6674.697,6,TH,I
6713.8,6,TL,I
6765.677,6,TH,I
6791.236,6,TH,I
6806.67,6,SB,II
6806.79,6,RN,I
6884.44,6,BE,I
6898.56,6,TM,I
6915.86,6,TM,I
6965.4,6,MG,I
6984.95,6,OS,I
7014.31,6,TM,II
7029.4,6,TM,I
7060.654,6,TH,I
7079.78,6,TM,II
7102.58,6,V,I
7130.12,6,GE,I
7142.55,6,RH,I
7153.09,6,ND,I
7154.4,6,BE,I
7164.66,6,EU,I
7182,6,NI,I
7185.01,6,ND,
7219.26,6,RU,I
7236.2,6,CR,I
7253.49,6,OS,I
7262.62,6,HF,I
7272.29,6,TA,I
7290.4,6,AC,I
7291.38,6,ND,II
7297.56,6,EU,I
7320.98,6,RN,I
7334.54,6,ND,I
7356.1,6,HF,I
7357.1,6,ND,I
7365.28,6,HF,I
7374.04,6,ND,II
7375.07,6,OS,I
7393.49,6,V,
7402.64,6,GE,I
7411.2,6,ND,II
7423.69,6,HF,I
7499.42,6,PR,I
7523.93,6,RN,I
7539.18,6,ER,I
7547.32,6,EU,I
7556.6,6,GA,I
7557.59,6,TB,II
7569.23,6,TA,I
7574.21,6,ER,I
7574.86,6,PR,I
7590.75,6,ND,II
7597.55,6,RN,I
7603.73,6,ND,II
7607.23,6,ER,I
7623.48,6,ER,I
7649.62,6,TA,I
7663.52,6,ND,II
7688.61,6,TE,II
7718.2,6,ND,II
7771.06,6,SC,I
7773.06,6,ND,II
7786.16,6,PR,II
7787.11,6,NB,I
7796.4,6,ND,II
7802.52,6,Y,I
7829.01,6,PB,I
7834.32,6,IR,I
7841.27,6,PR,I
7841.9,6,RU,I
7853.77,6,GE,I
7859.53,6,SM,I
7866.1,6,AC,I
7881.09,6,PR,I
7885.7,6,TB,I
7886.284,6,TH,I
7888.56,6,PR,II
7913.11,6,TB,I
7915.19,6,PR,II
7971.56,6,TM,I
7981.2,6,OS,I
7998.75,6,TA,I
8022.09,6,TA,I
8031.92,6,PR,I
8044.165,6,GE,I
8053.8,6,TB,I
8055.43,6,PR,I
8056.15,6,TE,II
8079.62,6,K,I
8173.84,6,RN,I
8177.31,6,RA,I
8190.94,6,TE,II
8191.886,6,PB,I
8206.3,6,SM,II
8281.04,6,GE,I
8289.93,6,PR,I
8324.5,6,ND,II
8335.54,6,PB,II
8349.74,6,RN,I
8352.94,6,RU,I
8379.84,6,PR,I
8387.104,6,TH,II
8427.82,6,PR,I
8450.26,6,CR,I
8464.71,6,EU,I
8534.49,6,V,I
8548.86,6,CR,I
8554.946,6,TH,I
8599.27,6,GE,I
8605.27,6,PR,II
8624.86,6,V,
8650.89,6,NA,I
8652.42,6,GE,I
8691.29,6,ND,II
8695.07,6,ND,II
8712.82,6,ND,II
8715.03,6,ND,I
8734.78,6,GE,I
8782.46,6,EU,I
8789.88,6,GE,I
8882.18,6,BE,I
8897.92,6,TE,II
2175.58,7,PB,I
2187.888,7,PB,I
2385.4,7,HE,II
2500.19,7,GA,I
2579.24,7,TE,II
2721.65,7,CA,I
2768.34,7,MG,I
2994.44,7,SN,II
3150.75,7,CA,I
3175.78,7,MG,II
3209.96,7,CA,I
3217.16,7,K,I
3319.34,7,AR,I
3373.47,7,AR,I
3393.73,7,AR,I
3440.05,7,K,II
3461.07,7,AR,I
3530.75,7,K,II
3535.04,7,MG,II
3537.57,7,SN,II
3549.52,7,MG,II
3554.306,7,AR,I
3606.522,7,AR,I
3714.4,7,LI,II
3817.5,7,K,II
3834.679,7,AR,I
3850.4,7,MG,II
3947.505,7,AR,I
4001.24,7,K,II
4134.72,7,K,II
4149.19,7,K,II
4222.97,7,K,II
4225.67,7,K,II
4263.4,7,K,II
4293.82,7,PB,II
4305,7,K,II
4309.1,7,K,II
4324.62,7,NA,I
4335.78,7,RN,I
